井号,渗透性类型,岩性,井型,造斜点深度(m),生产时间(h),日产液(t),日产油(t),日产水(t),日产气(m3),含水率(%),油压(Mpa),套压(Mpa),动液面(m),泵径(mm),泵深(m),冲程(m),冲次(n/min),泵效(%),抽油机机型,额定载荷(kN),悬点载荷最大值(kN),悬点载荷最小值(kN),电机型号,电机额定功率(kW),平衡度,日耗电量(kW·h),输入功率(kW),地面效率(%),井下效率(%),系统效率(%),泵况分析结果,沉没度(m),抽油机负载率(%),电机功率利用率(%),百米吨液耗电(kW.h),K1,K2,节能限定值,节能评价值,对标结果
Test_532,中渗透,砂岩,直井,,24,31.4,0.86,30.54,16,97.2611464968,0.45,0,1500.12,44,1785.38,5,4,72.87,CYJS12-5-73HB,120,86.7,30.3,Y250M-8,45,1.2,249.83,10.41,75.3,70.69,53.23,游动凡尔漏失,285.26,72.25,23.13,0.53,1,1.05,17.14,27.62,优良
Test_533,中渗透,砂岩,直井,,24,19,2.95,16.05,10,84.4736842105,0.45,0,1767.11,38,2200.21,5,4,61.62,CYJS12-5-73HB,120,87.1,40.7,YCCH280-8,30,0.7,243.56,10.15,74.34,51.18,38.05,泵工作基本正常,433.1,72.58,33.83,0.73,1,1.05,17.14,27.62,优良
Test_534,中渗透,砂岩,定向井,825,24,17,5.96,11.04,11,64.9411764706,0.45,0,2192.35,38,2205.75,5,3,95.96,CYJS12-5-73HB,120,81.6,38,YCCH280-8,30,1.35,342.27,14.26,38.54,75.56,29.12,游动凡尔漏失,13.4,68,47.53,0.92,1,1.05,17.14,27.62,优良
Test_535,中渗透,砂岩,定向井,1525,24,8,4.15,3.85,10,48.125,0.45,0,2277.71,38,2311.46,4,4,36.8,CYJS12-5-73HB,120,79.8,45.3,YCCH280-8,30,5.11,118.25,4.93,62.4,64.6,40.31,固定凡尔漏失,33.75,66.5,16.43,0.65,1,1.05,17.14,27.62,优良
Test_536,中渗透,砂岩,定向井,1200,24,8,2.88,5.12,12,64,0.45,0,2160.15,38,2299.34,4,4,49.34,CYJS12-5-73HB,120,87,43.2,YCCH280-8,30,3.28,174.33,7.26,64.48,41.08,26.49,游动凡尔漏失,139.19,72.5,24.2,1.01,1,1.05,17.14,27.62,达标
Test_537,中渗透,砂岩,直井,,24,26.6,2.39,24.21,21,91.015037594,0.45,0,1466.3,44,1804.94,4,4,75.88,CYJS12-5-73HB,120,65.6,37,YCCH280-8,30,5.79,169.4,7.06,72.26,89.31,64.53,游动凡尔漏失,338.64,54.67,23.53,0.43,1,1.05,17.14,27.62,优良
Test_538,中渗透,砂岩,定向井,2050,24,9.6,2.1,7.5,18,78.125,0.45,0,1500.77,38,1989.32,5,3,39.31,CYJS12-5-73HB,120,89.1,46.2,YCCH280-8,30,0.83,488.51,20.35,34.23,23.79,8.14,固定凡尔漏失,488.55,74.25,67.83,3.39,1,1.05,17.14,27.62,不达标
Test_539,中渗透,砂岩,直井,,24,15.5,3.08,12.42,13,80.1290322581,0.45,0,1509.46,38,2297.12,4,4,68.08,CYJS12-5-73HB,120,86.8,42.5,YCCH280-8,30,2.09,232.21,9.68,73.06,38.16,27.88,游动凡尔漏失,787.66,72.33,32.27,0.99,1,1.05,17.14,27.62,优良
Test_540,中渗透,砂岩,定向井,2003,24,13.6,6.54,7.06,13,51.9117647059,0.45,0,2195.14,38,2288.39,3,4,63.17,CYJS12-5-73HB,120,87.7,47.1,YCCH280-8,30,0.63,205.8,8.58,78.6,48.82,38.37,供液不足,93.25,73.08,28.6,0.69,1,1.05,17.14,27.62,优良
Test_541,中渗透,砂岩,定向井,2495,24,13.3,12.12,1.18,26,8.8721804511,0.45,0,1992.84,38,2287.46,4,4,58.34,CYJS12-5-73HB,120,83.9,46.1,Y250M-8,45,0.97,7.06,0.29,67.6,1404.97,949.72,泵工作基本正常,294.62,69.92,0.64,0.03,1,1.05,17.14,27.62,优良
Test_542,中渗透,砂岩,定向井,2470,24,11.4,3.69,7.71,21,67.6315789474,0.45,0,2284.78,38,2290.08,4,4,51.82,CYJS12-5-73HB,120,88.8,42.1,YCCH280-8,30,0.87,186.14,7.76,79.06,47.62,37.65,供液不足,5.3,74,25.87,0.71,1,1.05,17.14,27.62,优良
Test_543,中渗透,砂岩,定向井,2400,24,12.4,7.6,4.8,25,38.7096774194,0.45,0,1515.34,38,2300.13,3,4,72.15,CYJS12-5-73HB,120,83.2,47.3,YCCH280-8,30,2.18,140.93,5.87,78.98,44.58,35.21,固定凡尔漏失,784.79,69.33,19.57,0.75,1,1.05,17.14,27.62,优良
Test_544,中渗透,砂岩,水平井,,24,22.6,2.55,20.05,19,88.7168141593,0.45,0,1541.46,38,2298.53,5,4,74.68,CYJS12-5-73HB,120,81.3,45.8,YCCH280-8,30,0.63,242.38,10.1,69.05,58.13,40.14,泵工作基本正常,757.07,67.75,33.67,0.7,1,1.05,17.14,27.62,优良
Test_545,中渗透,砂岩,直井,,24,18.9,2.01,16.89,5,89.3650793651,0.45,0,1523.91,38,2005.35,5,4,60.91,CYJS12-5-73HB,120,68.9,37.1,YCCH280-8,30,1.03,361.51,15.06,54.79,40.61,22.25,泵工作基本正常,481.44,57.42,50.2,1.26,1,1.05,17.14,27.62,达标
Test_546,中渗透,砂岩,直井,,24,2.8,2.51,0.29,10,10.3571428571,0.45,0,2180.83,38,2306,5,4,11.85,CYJS12-5-73HB,120,103.7,58.2,YCCH280-8,30,1.01,178.17,7.42,64.42,13.31,8.58,供液不足,125.17,86.42,24.73,2.92,1,1.05,17.14,27.62,不达标
Test_547,中渗透,砂岩,直井,,24,13.7,2.58,11.12,12,81.1678832117,0.45,0,1723.28,38,2001.56,4,4,53.77,CYJS12-5-73HB,120,79.5,40.1,YCCH280-8,30,0.97,248.93,10.37,66.35,39.41,26.15,固定凡尔漏失游动凡尔漏失,278.28,66.25,34.57,1.05,1,1.05,17.14,27.62,达标
Test_548,中渗透,砂岩,直井,,24,11.35,1.87,9.48,5,83.5242290749,0.45,0,1738.92,44,1801.01,4,4,36.79,YCYJ12-5-73HB,120,89.1,28.9,YCCH280-8,30,1.05,203.52,8.48,69.72,38.29,26.69,泵工作基本正常,62.09,74.25,28.27,1.03,1,1.05,17.14,27.62,达标
Test_549,中渗透,砂岩,直井,,24,10.2,4.8,5.4,8,52.9411764706,0.45,0,1918.75,38,2002.33,4,4,43.47,CYJS12-5-73HB,120,88.9,37.1,YCCH280-8,30,0.98,203.63,8.48,64.19,39.6,25.42,供液不足,83.58,74.08,28.27,1.04,1,1.05,17.14,27.62,达标
Test_550,中渗透,砂岩,直井,,24,5.3,1.84,3.46,4,65.2830188679,0.45,0,2262.69,32,2298.12,4,3,38.93,CYJS12-5-73HB,120,84,48.4,YCCH280-8,30,0.94,128.17,5.34,40.96,61.06,25.01,供液不足游动凡尔漏失,35.43,70,17.8,1.07,1,1.05,17.14,27.62,达标
Test_551,中渗透,砂岩,定向井,2350,24,17.4,8.49,8.91,25,51.2068965517,0.45,0,2137.98,38,2181.86,5,4,58.67,CYJS12-5-73HB,120,92.5,42.6,YCCH280-8,30,0.76,302.55,12.61,64.4,50.22,32.34,供液不足游动凡尔漏失,43.88,77.08,42.03,0.81,1,1.05,17.14,27.62,优良
Test_552,中渗透,砂岩,定向井,2500,24,25.78,1.92,23.86,21,92.5523661753,0.45,0,1030.71,38,2301.18,4,4,94.86,CYJS12-5-73HB,120,87.2,60.5,YCH280-8,33,0.75,176.43,7.35,39.76,108.4,43.1,气体影响游动凡尔漏失,1270.47,72.67,22.27,0.66,1,1.05,17.14,27.62,优良
Test_553,中渗透,砂岩,定向井,2241,24,10.08,5.17,4.91,22,48.7103174603,0.45,0,2275.91,38,2290.11,4,4,42.65,CYJS12-5-73HB,120,98.5,48.1,YCCH280-8,30,0.91,276.4,11.52,70.2,30.57,21.46,供液不足,14.2,82.08,38.4,1.2,1,1.05,17.14,27.62,达标
Test_554,中渗透,砂岩,定向井,2275,24,18.89,1.6,17.29,19,91.5299100053,0.45,0,598.84,38,2293.88,5,3.5,74.07,CYJS12-5-73HB,120,63.9,34.2,Y250M-8,45,1.1,186.74,7.78,67.89,26.44,17.95,泵工作基本正常,1695.04,53.25,17.29,1.65,1,1.05,17.14,27.62,达标
Test_555,中渗透,砂岩,水平井,2475,24,30.1,1.7,28.4,11,94.3521594684,0.45,0,1105.69,44,1901.44,5,4,75.07,YCYJ12-5-73HB,120,70.3,36.4,YCCH280-8,30,0.71,203.31,8.47,76.9,60.64,46.63,泵工作基本正常,795.75,58.58,28.23,0.61,1,1.05,17.14,27.62,优良
Test_556,中渗透,砂岩,水平井,2450,24,45.22,1.12,44.1,13,97.5232198142,0.45,0,1070.81,56,1694.45,5,4,72.98,CYJS12-5-73HB,120,85.9,38.3,YCCH280-8,30,1.24,282.97,11.79,72.32,67.88,49.09,游动凡尔漏失,623.64,71.58,39.3,0.58,1,1.05,17.14,27.62,优良
Test_557,中渗透,砂岩,水平井,2450,24,26.28,0.41,25.87,15,98.4398782344,0.45,0,1214.6,44,1789.52,4,4,65.47,CYJS12-5-73HB,120,72.2,38.1,YCCH280-8,30,1.17,211.53,8.81,64.48,66.77,43.05,泵工作基本正常,574.92,60.17,29.37,0.66,1,1.05,17.14,27.62,优良
Test_558,中渗透,砂岩,水平井,2450,24,6.11,1.77,4.34,12,71.031096563,0.45,0,2001.47,44,2080,4,4,29.88,CYJS12-5-73HB,120,82.9,36.7,YCCH280-8,30,3.07,153.73,6.41,72.91,29.46,21.48,泵工作基本正常,78.53,69.08,21.37,1.26,1,1.05,17.14,27.62,达标
Test_559,中渗透,砂岩,定向井,1950,24,14.21,5.33,8.88,8,62.4912033779,0.45,0,2293.45,38,2202.09,4,4,60.46,CYJS12-5-73HB,120,90.5,53.9,YCH280-8,33,0.85,191.27,7.97,77.83,58.55,45.57,游动凡尔漏失,-91.36,75.42,24.15,0.59,1,1.05,17.14,27.62,优良
Test_560,中渗透,砂岩,定向井,1950,24,7.81,2.13,5.68,5,72.7272727273,0.45,0,1800.42,38,2302.03,5,4,28.37,CYJS12-5-73HB,120,92.8,43.1,YCCH280-8,30,0.87,254.26,10.59,68.82,21.69,14.93,气体影响,501.61,77.33,35.3,1.81,1,1.05,17.14,27.62,不达标
Test_561,中渗透,砂岩,定向井,1600,24,9.77,4.95,4.82,9,49.3346980553,0.45,0,2301.91,38,2301.85,5,4,30.17,CYJS12-5-73HB,120,90.4,41.3,YCCH280-8,30,0.69,267.37,11.14,66.7,32.63,21.76,游动凡尔漏失泵下碰,-0.06,75.33,37.13,1.19,1,1.05,17.14,27.62,达标
Test_562,中渗透,砂岩,直井,,24,17.37,5.96,11.41,6,65.6879677605,0.45,0,1957.83,38,2185.39,4,4,71.91,CYJS12-5-73HB,120,101.2,50.6,YCCH280-8,30,0.69,300.28,12.51,58.73,52.21,30.66,固定凡尔漏失,227.56,84.33,41.7,0.88,1,1.05,17.14,27.62,优良
Test_563,中渗透,砂岩,定向井,1450,24,12.94,5.43,7.51,8,58.0370942813,0.45,0,2300.15,38,2290.85,4,4,52.59,CYJS12-5-73HB,120,93.9,44.4,YCH280-8,33,0.83,232.03,9.67,68.53,49.8,34.13,固定凡尔漏失,-9.3,78.25,29.3,0.78,1,1.05,17.14,27.62,优良
Test_564,中渗透,砂岩,直井,,24,8.2,4.83,3.37,7,41.0975609756,0.45,0,1538.91,38,2301.55,5,4,24.21,CYJS12-5-73HB,120,98.2,48.3,YCCH280-8,30,0.77,279.65,11.65,74.87,15.84,11.86,泵工作基本正常,762.64,81.83,38.83,2.22,1,1.05,17.14,27.62,不达标
Test_565,中渗透,砂岩,直井,,24,8.6,5.87,2.73,6,31.7441860465,0.45,0,1417.59,38,2101.52,5,4,27.16,CYJS12-5-73HB,120,85.2,41.5,YCCH280-8,30,1.8,204.97,8.54,78,19.89,15.51,固定凡尔漏失,683.93,71,28.47,1.68,1,1.05,17.14,27.62,不达标
Test_566,中渗透,砂岩,直井,,24,32.61,1.24,31.37,4,96.1974854339,0.45,0,1464.51,44,1795.86,5,4,77.18,CYJS12-5-73HB,120,70.8,33.7,YCCH280-8,30,1.45,223.65,9.32,66.37,90.79,60.26,泵工作基本正常,331.35,59,31.07,0.47,1,1.05,17.14,27.62,优良
Test_567,中渗透,砂岩,定向井,2250,24,11.16,2.11,9.05,8,81.0931899642,0.45,0,2094.02,38,2292.33,5,4,40.72,CYJS12-5-73HB,120,93,40.4,YCCH280-8,30,0.63,328.75,13.7,64.43,30.09,19.39,固定凡尔漏失,198.31,77.5,45.67,1.41,1,1.05,17.14,27.62,达标
Test_568,中渗透,砂岩,定向井,1300,24,16.6,6.1,10.5,11,63.2530120482,0.45,0,2060.93,38,2295.46,5,4,59.45,CYJS12-5-73HB,120,91.2,49.9,YCCH280-8,30,0.65,327.56,13.65,64.96,43.36,28.16,气体影响,234.53,76,45.5,0.96,1,1.05,17.14,27.62,优良
Test_569,中渗透,砂岩,直井,,24,30.8,7.91,22.89,22,74.3181818182,0.45,0,1733.94,44,2002.46,5,4.5,70.72,CYJS12-5-73HB,120,83.1,36.9,YCCH280-8,30,2.69,316.71,13.2,75.02,61.28,45.97,气体影响,268.52,69.25,44,0.59,1,1.05,17.14,27.62,优良
Test_570,中渗透,砂岩,直井,,24,30.62,1.59,29.03,5,94.8073154801,0.45,0,1121.44,44,1800.02,5,4.5,67.11,YCYJ12-5-73HB,120,71.2,34.4,Y250M-8,45,1.32,281.54,11.73,67.4,51.54,34.74,游动凡尔漏失,678.58,59.33,26.07,0.82,1,1.05,17.14,27.62,优良
Test_571,中渗透,砂岩,定向井,1875,24,17.24,0.58,16.66,11,96.6357308585,0.45,0,1590.92,38,2305.71,5,4,93.8,CYJS12-5-73HB,120,88,44.5,YCCH280-8,30,1.68,170.75,7.11,70.04,64.6,45.25,泵下碰,714.79,73.33,23.7,0.62,1,1.05,17.14,27.62,优良
Test_572,中渗透,砂岩,定向井,1576,24,7.4,4.73,2.67,10,36.0810810811,0.45,0,1764.41,38,2295.74,4,4,29.7,CYJS12-5-73HB,120,105.5,38.5,YCCH280-8,30,1.42,137.74,5.74,75.46,33.35,25.17,泵工作基本正常,531.33,87.92,19.13,1.05,1,1.05,17.14,27.62,达标
Test_573,中渗透,砂岩,定向井,1975,24,17.18,1.5,15.68,12,91.2689173458,0.45,0,2188.82,38,2198.82,5,4,59.68,CYJS12-5-73HB,120,104,40.1,YCCH280-8,30,0.79,253.25,10.55,76.74,53.47,41.03,泵工作基本正常,10,86.67,35.17,0.67,1,1.05,17.14,27.62,优良
Test_574,中渗透,砂岩,直井,,24,24.3,0.63,23.67,15,97.4074074074,0.45,0,1650.98,38,2200.49,5,4,80.86,CYJS12-5-73HB,120,83.4,45.1,YCCH280-8,30,0.78,251.74,10.49,64.47,69.58,44.85,泵工作基本正常,549.51,69.5,34.97,0.63,1,1.05,17.14,27.62,优良
Test_575,中渗透,砂岩,定向井,2250,24,30.08,2.9,27.18,5,90.3590425532,0.45,0,1442.06,44,1994.69,5,4,81.58,CYJS12-5-73HB,120,87.9,42,YCCH280-8,30,0.7,284.83,11.87,64.88,65.86,42.73,泵工作基本正常,552.63,73.25,39.57,0.66,1,1.05,17.14,27.62,优良
Test_576,中渗透,砂岩,定向井,2275,24,20.96,4.16,16.8,8,80.1526717557,0.45,0,1754.52,38,1999.53,5,4,72.81,CYJS12-5-73HB,120,76.3,38.1,YCCH280-8,30,0.79,234.48,9.77,68.5,63.3,43.36,游动凡尔漏失,245.01,63.58,32.57,0.64,1,1.05,17.14,27.62,优良
Test_577,中渗透,砂岩,定向井,2220,24,14.98,3.03,11.95,11,79.7730307076,0.45,0,2072.77,38,2188.68,4,4,65.85,CYJS12-5-73HB,120,90.9,36.9,YCCH280-8,30,1.02,265.75,11.07,70.14,45.24,31.73,游动凡尔漏失,115.91,75.75,36.9,0.86,1,1.05,17.14,27.62,优良
Test_578,中渗透,砂岩,定向井,125,24,21.3,4.16,17.14,12,80.4694835681,0.45,0,1971.57,38,1988.03,4,4,85.54,CYJS12-5-73HB,120,78.8,44.4,YCCH280-8,30,2.29,185.63,7.73,71.13,87.02,61.9,固定凡尔漏失,16.46,65.67,25.77,0.44,1,1.05,17.14,27.62,优良
Test_579,中渗透,砂岩,直井,,24,18.53,1.37,17.16,12,92.606583918,0.45,0,1703.95,38,2204.42,4,4,76.49,CYJS12-5-73HB,120,80.9,45.4,YCCH280-8,30,0.82,202.59,8.44,66.51,65.44,43.53,游动凡尔漏失,500.47,67.42,28.13,0.64,1,1.05,17.14,27.62,优良
Test_580,中渗透,砂岩,直井,,24,35.5,2.68,32.82,13,92.4507042254,0.45,0,1592.23,44,1790.67,5,4,86.7,CYJS12-5-73HB,120,78.5,36.7,Y250M-8,30,0.83,275.64,11.49,67.41,85.15,57.4,泵工作基本正常,198.44,65.42,38.3,0.49,1,1.05,17.14,27.62,优良
Test_581,中渗透,砂岩,直井,,24,21.93,13.19,8.74,8,39.8540811674,0.45,0,1509.43,38,1998.75,4,4,89.48,CYJS12-5-73HB,120,72.2,37.8,YCCH280-8,30,1.75,195.67,8.15,74.96,58.45,43.81,泵工作基本正常,489.32,60.17,27.17,0.59,1,1.05,17.14,27.62,优良
Test_582,中渗透,砂岩,直井,,24,8.82,4.63,4.19,9,47.5056689342,0.45,0,1877.26,44,2199.33,4,4,22.33,CYJS12-5-73HB,120,80.6,42,YCCH280-8,30,0.77,239.9,10,75,24.19,18.15,泵工作基本正常,322.07,67.17,33.33,1.45,1,1.05,17.14,27.62,达标
Test_583,中渗透,砂岩,定向井,825,24,2.31,1.97,0.34,8,14.7186147186,0.45,0,2195.31,38,2200.89,3,4,11.23,CYJS12-5-73HB,120,85.2,47.7,YCCH280-8,30,3.01,193.11,8.05,66.11,9.99,6.6,供液不足,5.58,71,26.83,3.81,1,1.05,17.14,27.62,不达标
Test_584,中渗透,砂岩,定向井,1125,24,16.36,8.47,7.89,10,48.2273838631,0.45,0,2272.08,38,2307.48,4,4,68.62,CYJS12-5-73HB,120,96.2,48.6,YCH280-8,33,0.7,252.37,10.52,68.2,56.83,38.76,供液不足,35.4,80.17,31.88,0.68,1,1.05,17.14,27.62,优良
Test_585,中渗透,砂岩,定向井,1775,24,2.01,1.78,0.23,12,11.4427860697,0.45,0,2100,38,2192.55,4,4,8.61,CYJS12-5-73HB,120,96.6,38.1,YCH280-8,33,1.24,224.49,9.35,69.6,6.58,4.58,供液不足游动凡尔漏失,92.55,80.5,28.33,5.32,1,1.05,17.14,27.62,不达标
Test_586,中渗透,砂岩,定向井,1875,24,5.6,4.62,0.98,11,17.5,0.45,0,2108,38,2201.1,4,4,25.17,CYJS12-5-73HB,120,87.3,48.6,YCH280-8,33,0.95,191.91,8,76.28,20.75,15.82,供液不足,93.1,72.75,24.24,1.63,1,1.05,17.14,27.62,不达标
Test_587,中渗透,砂岩,定向井,2875,24,20.6,2.22,18.38,8,89.2233009709,0.45,0,1776.88,38,2299,4,4,78.92,CYJS12-5-73HB,120,82.9,53.6,YCCH280-8,30,1.63,139.5,5.81,71.06,101.34,72.02,泵工作基本正常,522.12,69.08,19.37,0.38,1,1.05,17.14,27.62,优良
Test_588,中渗透,砂岩,定向井,750,24,6.9,0.37,6.53,16,94.6376811594,0.45,0,2293.54,38,2300.97,4,4,31.32,CYJS12-5-73HB,120,96.6,48.1,YCCH280-8,30,0.68,141.99,5.92,63.34,48.84,30.93,供液不足泵下碰,7.43,80.5,19.73,0.9,1,1.05,17.14,27.62,优良
Test_589,中渗透,砂岩,定向井,625,24,2.9,2.42,0.48,19,16.5517241379,0.45,0,2292.23,38,2302.23,4,4,12.87,CYJS12-5-73HB,120,93,49,YCCH280-8,30,0.89,114.28,4.76,69.26,21.53,14.91,供液不足固定凡尔漏失,10,77.5,15.87,1.72,1,1.05,17.14,27.62,不达标
Test_590,中渗透,砂岩,定向井,2000,24,4.2,1.99,2.21,18,52.619047619,0.45,0,2095.35,38,2303.31,4,4,17.53,CYJS12-5-73HB,120,90.2,47.9,YCCH280-8,30,0.79,140.56,5.86,46.99,33.48,15.74,供液不足游动凡尔漏失,207.96,75.17,19.53,1.6,1,1.05,17.14,27.62,不达标
Test_591,中渗透,砂岩,定向井,2050,24,16.5,2.93,13.57,12,82.2424242424,0.45,0,968.21,38,2298.8,4,4,67.87,CYJS12-5-73HB,120,84.5,39.6,YCCH280-8,30,2.18,189.23,7.88,74.25,32.18,23.89,泵工作基本正常,1330.59,70.42,26.27,1.18,1,1.05,17.14,27.62,达标
Test_592,中渗透,砂岩,定向井,1925,24,2.51,2.47,0.04,8,1.593625498,0.45,0,1000.86,44,1803.23,4,4,7.77,CYJS12-5-73HB,120,68,38.1,YCCH280-8,30,3.12,160.23,6.68,75.02,5.42,4.07,泵工作基本正常,802.37,56.67,22.27,6.38,1,1.05,17.14,27.62,不达标
Test_593,中渗透,砂岩,定向井,2250,24,20.3,4.3,16,4,78.8177339901,0.45,0,1217.56,38,1999.55,5,4,68.66,CYJS12-5-73HB,120,73,40.1,YCCH280-8,30,0.99,244.37,10.18,72.97,38.76,28.28,气体影响固定凡尔漏失,781.99,60.83,33.93,0.99,1,1.05,17.14,27.62,优良
Test_594,中渗透,砂岩,直井,,24,6.9,3.93,2.97,5,43.0434782609,0.45,0,2176.51,32,2197,5,4.5,28.21,CYJS12-5-73HB,120,99.4,57.1,YCCH280-8,30,0.59,128.6,5.36,67.13,45.28,30.4,供液不足泵下碰,20.49,82.83,17.87,0.86,1,1.05,17.14,27.62,优良
Test_595,中渗透,砂岩,直井,,24,3.1,0.03,3.07,7,99.0322580645,0.45,0,1670,44,1901.12,5,4,8.79,CYJS12-5-73HB,120,88.9,45.4,YCCH280-8,30,1.33,208.08,8.67,64.18,10.93,7.01,固定凡尔漏失游动凡尔漏失,231.12,74.08,28.9,4.02,1,1.05,17.14,27.62,不达标
Test_596,中渗透,砂岩,直井,,24,8.34,1.46,6.88,6,82.4940047962,0.45,0,1997.6,38,2071,4,4,35.51,CYJS12-5-73HB,120,92,28.2,YCCH280-8,30,0.87,305.57,12.73,67.05,22.35,14.99,泵工作基本正常,73.4,76.67,42.43,1.83,1,1.05,17.14,27.62,不达标
Test_597,中渗透,砂岩,定向井,1525,24,11.61,4.74,6.87,17,59.173126615,0.45,0,899.5,38,2001.6,3,4,46.39,CYJS12-5-73HB,120,72.8,39.6,YCCH280-8,30,1.98,153.91,6.41,74.73,24.99,18.67,泵工作基本正常,1102.1,60.67,21.37,1.47,1,1.05,17.14,27.62,达标
Test_598,中渗透,砂岩,定向井,2445,24,21.2,4.81,16.39,21,77.3113207547,0.45,0,1195.7,38,2305.06,5,4,73.93,CYJS12-5-73HB,120,84,42,YCCH280-8,30,0.87,169.46,7.06,79.64,52.21,41.58,固定凡尔漏失游动凡尔漏失,1109.36,70,23.53,0.67,1,1.05,17.14,27.62,优良
Test_599,低渗透,砂岩,直井,,24,22,6.04,15.33,13.34,69.7,0,0.1,1638.25,38,1901.21,5,4,79.96,CYJS12-5-73HB,120,70.3,34.9,YCCH280-8,30,0.94,402.11,16.75,37.48,62.95,23.59,气体影响游动凡尔漏失,262.96,58.58,55.83,1.12,1.4,1.05,12.24,19.73,优良
Test_600,低渗透,砂岩,定向井,850,24,28,13.25,13.86,28.28,49.5,0,0.1,1557.18,44,1900.25,5,3.5,84.76,CYJS12-5-73HB,120,77.1,41.3,YCCH280-8,30,0.87,318.16,13.26,49.68,71.03,35.29,游动凡尔漏失,343.07,64.25,44.2,0.73,1.4,1.05,12.24,19.73,优良
Test_601,低渗透,砂岩,定向井,950,24,19,2.26,16.47,5.06,86.7,0,0.1,1603.75,44,1801.23,5,3.5,55.45,CYJS12-5-73HB,120,74.6,24.5,YCCH280-8,30,0.98,320.56,13.36,72.59,35.3,25.63,固定凡尔漏失,197.48,62.17,44.53,1.05,1.4,1.05,12.24,19.73,优良
Test_602,低渗透,砂岩,直井,,24,30,0.26,28.48,1.04,99,0,0.1,1632.07,44,1804.05,5,4,83.6,CYJS12-5-73HB,120,83.6,36.6,YCCH280-8,30,0.93,287.85,11.99,64.26,72.45,46.55,泵工作基本正常,171.98,69.67,39.97,0.59,1.4,1.05,12.24,19.73,优良
Test_603,低渗透,砂岩,定向井,1350,24,23,2.88,19.78,6.44,86,0,0.1,1508.83,56,1601.14,5,3.5,51.15,CYJS12-5-73HB,120,88.6,27,YCCH280-8,30,0.94,320.61,13.36,51.82,56.29,29.17,供液不足,92.31,73.83,44.53,0.92,1.4,1.05,12.24,19.73,优良
Test_604,低渗透,砂岩,定向井,2300,24,93,4.95,87.42,11.16,94,0,0.1,600,70,1002.08,5,4,89.56,CYJS12-5-73HB,120,43.1,30.9,YCCH280-8,30,1.11,228.75,9.53,26.9,249.29,67.06,游动凡尔漏失,402.08,35.92,31.77,0.41,1.4,1,12.86,20.71,优良
Test_605,低渗透,砂岩,定向井,1350,24,8.5,2.64,5.86,5.28,68.9,0,0.1,1769.5,44,2098.89,4,4,28.73,CYJS12-5-73HB,120,88.5,25.4,YCCH280-8,30,1.47,303.8,12.66,67.46,19.35,13.05,游动凡尔漏失,329.39,73.75,42.2,2.02,1.4,1.05,12.24,19.73,达标
Test_606,低渗透,砂岩,定向井,425,24,25,0.84,24.05,1.9,96.2,0,0.1,1092.51,38,2307,5,4,104.51,CYJS12-5-73HB,120,79.1,43.1,YCCH280-8,30,0.66,264.55,11.02,44.84,63,28.25,固定凡尔漏失,1214.49,65.92,36.73,0.97,1.4,1.05,12.24,19.73,优良
Test_607,低渗透,砂岩,定向井,525,24,25,1,24,0,95.5,0,0.1,1819,38,2307.47,5,4,79.26,CYJS12-5-73HB,120,75.9,53.4,YCH280-8,33,0.76,242.58,10.11,51.25,99.59,51.04,游动凡尔漏失,488.47,63.25,30.64,0.53,1.4,1.05,12.24,19.73,优良
Test_608,低渗透,砂岩,定向井,1400,24,20,9.3,10.06,19.88,50.3,0,0.1,1286.88,38,2007.87,5,4,70.71,CYJS12-5-73HB,120,75.9,38.9,YCCH280-8,30,0.98,246.17,10.26,67.59,39.93,26.99,泵工作基本正常,720.99,63.25,34.2,0.96,1.4,1.05,12.24,19.73,优良
Test_609,低渗透,砂岩,定向井,525,24,1.67,0.03,1.65,0.04,98,0,0.1,2000,38,2204.56,5,4,5.35,CYJS12-5-73HB,120,67.8,42.2,YCCH280-8,30,0.84,209.83,8.74,62.4,6.96,4.34,游动凡尔漏失,204.56,56.5,29.13,6.28,1.4,1.05,12.24,19.73,不达标
Test_610,低渗透,砂岩,定向井,700,24,3.4,1.36,1.93,2.94,56.9,0,0.1,1994,38,2004.54,3,3.5,23.34,CYJS12-5-73HB,120,99.5,36.4,YCCH280-8,30,1.31,404.18,16.84,34.15,12.75,4.35,游动凡尔漏失,10.54,82.92,56.13,5.96,1.4,1.05,12.24,19.73,不达标
Test_611,低渗透,砂岩,定向井,1775,24,15,6.56,7.89,14.22,53.1,0,0.1,1538.88,38,2198.22,4,4,76.24,CYJS12-5-73HB,120,81.5,41.7,YCCH280-8,30,0.91,163.35,6.81,67.65,54.04,36.56,泵下碰,659.34,67.92,22.7,0.71,1.4,1.05,12.24,19.73,优良
Test_612,低渗透,砂岩,定向井,650,24,19,15.38,2.91,32.18,17,0,0.1,1521,38,2198.77,5,4,66.4,CYJS12-5-73HB,120,80.2,38.9,YCCH280-8,30,0.86,358.64,14.94,59.07,33.38,19.72,游动凡尔漏失,677.77,66.83,49.8,1.24,1.4,1.05,12.24,19.73,达标
Test_613,低渗透,砂岩,定向井,475,24,28,9.23,18.03,19.94,64.4,0,0.1,1675.89,38,2003.31,5,4.5,84.93,CYJS12-5-73HB,120,70.9,32.6,YCCH280-8,30,0.92,317.12,13.21,53.54,72.77,38.96,游动凡尔漏失泵上挂,327.42,59.08,44.03,0.68,1.4,1.05,12.24,19.73,优良
